Cc1cc(C)c(-c2n(C)c3cc(-c4ccccc4)c(-c4ccccc4)cc3[n+]2C)c(C)c1-c1n(C)c2cc(-c3ccccc3)c(-c3ccccc3)cc2[n+]1C,rmol_71
Cc1cc(C)c(-c2n(C)c3cc(Cc4ccccc4)c(Cc4ccccc4)cc3[n+]2C)c(C)c1-c1n(C)c2cc(Cc3ccccc3)c(Cc3ccccc3)cc2[n+]1C,rmol_72
Cc1cc(C)c(-c2n(-c3ccccc3)c3cc(-c4ccccc4)c(-c4ccccc4)cc3[n+]2-c2ccccc2)c(C)c1-c1n(-c2ccccc2)c2cc(-c3ccccc3)c(-c3ccccc3)cc2[n+]1-c1ccccc1,rmol_73
Cc1cc(C)c(-c2n(Cc3ccccc3)c3cc(Cc4ccccc4)c(Cc4ccccc4)cc3[n+]2Cc2ccccc2)c(C)c1-c1n(Cc2ccccc2)c2cc(Cc3ccccc3)c(Cc3ccccc3)cc2[n+]1Cc1ccccc1,rmol_74
Cc1cc(C)c(-c2n(C)c3cc(Cc4ccccc4)c(Cc4ccccc4)cc3[n+]2-c2ccccc2)c(C)c1-c1n(C)c2cc(Cc3ccccc3)c(Cc3ccccc3)cc2[n+]1-c1ccccc1,rmol_75
Cc1cc(C)c(-c2n(C)c3cc(-c4ccccc4)c(-c4ccccc4)cc3[n+]2Cc2ccccc2)c(C)c1-c1n(C)c2cc(-c3ccccc3)c(-c3ccccc3)cc2[n+]1Cc1ccccc1,rmol_76
CCC[n+]1c(-c2c(C)cc(C)c(-c3n(-c4c(OC)cc(OC)cc4OC)c4cc(CC)c(CC)cc4[n+]3CCC)c2C)n(-c2c(OC)cc(OC)cc2OC)c2cc(CC)c(CC)cc21,rmol_77
CCCn1c(-c2c(C)cc(C)c(-c3n(CCC)c4cc(C)c(C)cc4[n+]3CCC)c2C)[n+](CCC)c2cc(C)c(C)cc21,rmol_78
Cc1cc2c(cc1C)[n+](-c1ccccc1)c(-c1c(C)cc(C)c(-c3n(-c4ccccc4)c4cc(C)c(C)cc4[n+]3-c3ccccc3)c1C)n2-c1ccccc1,rmol_79
CCc1cc2c(cc1CC)[n+](Cc1ccccc1)c(-c1c(C)cc(C)c(-c3n(Cc4ccccc4)c4cc(CC)c(CC)cc4[n+]3Cc3ccccc3)c1C)n2Cc1ccccc1,rmol_80
