DTXSID,PREFERREDNAME,CASRN,INCHIKEY,IUPACNAME,SMILES,INCHISTRING,MOLECULARFORMULA,AVERAGEMASS,MONOISOTOPICMASS,#ofSOURCES,#OFPUBMEDARTICLES,PUBCHEMDATASOURCES,CPDATCOUNT,QCLevel,#ToxCastActive,%ToxCastActive,TotalAssays,C,H,O,N,F,Cl,P,Br,I,S,V,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8025094,Di(2-methoxyethyl) phthalate,117-82-8,HSUIVCLOAAJSRE-UHFFFAOYSA-N,"Bis(2-methoxyethyl) benzene-1,2-dicarboxylate",COCCOC(=O)C1=C(C=CC=C1)C(=O)OCCOC,"InChI=1S/C14H18O6/c1-17-7-9-19-13(15)11-5-3-4-6-12(11)14(16)20-10-8-18-2/h3-6H,7-10H2,1-2H3",C14H18O6,282.292,282.110338,130,9,90,1,1,10/408,2.0,408,14,18,6,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70891927,(2E)-2-Decene,20063-97-2,YKNMBTZOEVIJCM-HWKANZROSA-N,(2E)-Dec-2-ene,CCCCCCC\C=C\C,"InChI=1S/C10H20/c1-3-5-7-9-10-8-6-4-2/h3,5H,4,6-10H2,1-2H3/b5-3+",C10H20,140.27,140.156501,9,,41,,1, ,,,10,20,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6065341,"Methane, bromomethoxy-",13057-17-5,JAMFGQBENKSWOF-UHFFFAOYSA-N,Bromo(methoxy)methane,COCBr,"InChI=1S/C2H5BrO/c1-4-2-3/h2H2,1H3",C2H5BrO,124.965,123.952378,22,,83,,, ,,,2,5,1,,,,,1,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00188534,"(1,1,2,2-Tetrafluoroethoxy)benzene",350-57-2,GRDIVJPQARIBNZ-UHFFFAOYSA-N,"(1,1,2,2-Tetrafluoroethoxy)benzene",FC(F)C(F)(F)OC1=CC=CC=C1,"InChI=1S/C8H6F4O/c9-7(10)8(11,12)13-6-4-2-1-3-5-6/h1-5,7H",C8H6F4O,194.129,194.035477,29,,67,,1, ,,,8,6,1,,4,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2062165,o-Chlorocumene,2077-13-6,RNEMUWDQJSRDMQ-UHFFFAOYSA-N,1-Chloro-2-(propan-2-yl)benzene,CC(C)C1=C(Cl)C=CC=C1,"InChI=1S/C9H11Cl/c1-7(2)8-5-3-4-6-9(8)10/h3-7H,1-2H3",C9H11Cl,154.64,154.054928,37,,36,,, ,,,9,11,,,,1,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70896831,"3,7-Dimethyldodecane",82144-67-0,TZYSQXWQKQZUNA-UHFFFAOYSA-N,"3,7-Dimethyldodecane",CCCCCC(C)CCCC(C)CC,"InChI=1S/C14H30/c1-5-7-8-10-14(4)12-9-11-13(3)6-2/h13-14H,5-12H2,1-4H3",C14H30,198.394,198.234751,3,,4,,4, ,,,14,30,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID701031916,2-(Dimethylamino)ethyl vinyl ether,3622-76-2,JWCDUUFOAZFFMX-UHFFFAOYSA-N,,CN(C)CCOC=C,"InChI=1S/C6H13NO/c1-4-8-6-5-7(2)3/h4H,1,5-6H2,2-3H3",C6H13NO,115.176,115.099714,8,,,,1, ,,,6,13,1,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40219876,"2,4,6-Trifluoropyrimidine",696-82-2,NTSYSQNAPGMSIH-UHFFFAOYSA-N,"2,4,6-Trifluoropyrimidine",FC1=CC(F)=NC(F)=N1,InChI=1S/C4HF3N2/c5-2-1-3(6)9-4(7)8-2/h1H,C4HF3N2,134.061,134.009183,25,,93,,, ,,,4,1,,2,3,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6073948,"1,3-Butadiene, 1,2,3,4-tetrachloro-",1637-31-6,RLWBAEORPSFLTH-UHFFFAOYSA-N,"1,2,3,4-Tetrachlorobuta-1,3-diene",ClC=C(Cl)C(Cl)=CCl,InChI=1S/C4H2Cl4/c5-1-3(7)4(8)2-6/h1-2H,C4H2Cl4,191.86,189.891061,21,,6,,, ,,,4,2,,,,4,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0060432,Butyl octanoate,589-75-3,PSXNDMJWRZYVTM-UHFFFAOYSA-N,Butyl octanoate,CCCCCCCC(=O)OCCCC,"InChI=1S/C12H24O2/c1-3-5-7-8-9-10-12(13)14-11-6-4-2/h3-11H2,1-2H3",C12H24O2,200.322,200.177630,62,3,53,,1, ,,,12,24,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70858752,Pentyl 2-hydroxypropanoate,6382-06-5,GXOHBWLPQHTYPF-UHFFFAOYSA-N,Pentyl 2-hydroxypropanoate,CCCCCOC(=O)C(C)O,"InChI=1S/C8H16O3/c1-3-4-5-6-11-8(10)7(2)9/h7,9H,3-6H2,1-2H3",C8H16O3,160.213,160.109944,45,,36,,1, ,,,8,16,3,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80174814,2-Octyn-1-ol,20739-58-6,TTWYFVOMGMBZCF-UHFFFAOYSA-N,Oct-2-yn-1-ol,CCCCCC#CCO,"InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h9H,2-5,8H2,1H3",C8H14O,126.199,126.104465,23,,74,,, ,,,8,14,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2021604,Hexanal,66-25-1,JARKCYVAAOWBJS-UHFFFAOYSA-N,Hexanal,CCCCCC=O,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",C6H12O,100.161,100.088815,237,264,134,14,1,13/405,3.0,405,6,12,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0062397,"Propanenitrile, 3-bromo-",2417-90-5,CQZIEDXCLQOOEH-UHFFFAOYSA-N,3-Bromopropanenitrile,BrCCC#N,InChI=1S/C3H4BrN/c4-2-1-3-5/h1-2H2,C3H4BrN,133.976,132.952712,35,,86,1,, ,,,3,4,,1,,,,1,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00207956,Non-2-yn-1-ol,5921-73-3,XERDOEKKHDALKJ-UHFFFAOYSA-N,Non-2-yn-1-ol,CCCCCCC#CCO,"InChI=1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h10H,2-6,9H2,1H3",C9H16O,140.226,140.120115,22,,62,,, ,,,9,16,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9025039,Diethylbutylamine,4444-68-2,ORSUTASIQKBEFU-UHFFFAOYSA-N,"N,N-Diethylbutan-1-amine",CCCCN(CC)CC,"InChI=1S/C8H19N/c1-4-7-8-9(5-2)6-3/h4-8H2,1-3H3",C8H19N,129.247,129.151750,18,,64,,2, ,,,8,19,,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2073932,"1H-Indene, 2,3-dihydro-2-methyl-",824-63-5,MWGYLUXMIMSOTM-UHFFFAOYSA-N,"2-Methyl-2,3-dihydro-1H-indene",CC1CC2=C(C1)C=CC=C2,"InChI=1S/C10H12/c1-8-6-9-4-2-3-5-10(9)7-8/h2-5,8H,6-7H2,1H3",C10H12,132.206,132.093900,24,,41,,3, ,,,10,12,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047666,Allyl butyrate,2051-78-7,RMZIOVJHUJAAEY-UHFFFAOYSA-N,Prop-2-en-1-yl butanoate,CCCC(=O)OCC=C,"InChI=1S/C7H12O2/c1-3-5-7(8)9-6-4-2/h4H,2-3,5-6H2,1H3",C7H12O2,128.171,128.083730,90,,64,,1, ,,,7,12,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10211463,"1,3-Dichloro-3-methylbutane",624-96-4,QGCOTJZDMVMLRQ-UHFFFAOYSA-N,"1,3-Dichloro-3-methylbutane",CC(C)(Cl)CCCl,"InChI=1S/C5H10Cl2/c1-5(2,7)3-4-6/h3-4H2,1-2H3",C5H10Cl2,141.04,140.015956,25,,44,,, ,,,5,10,,,,2,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10413526,"[(2,3-dimethyl-4-oxocyclohexa-2,5-dien-1-ylidene)amino] 3,5-dinitrobenzoate",6938-30-3,DFVPKLOAEGYEOQ-UHFFFAOYSA-N,"4-{[(3,5-Dinitrobenzoyl)oxy]imino}-2,3-dimethylcyclohexa-2,5-dien-1-one",CC1=C(C)C(C=CC1=O)=NOC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C15H11N3O7/c1-8-9(2)14(19)4-3-13(8)16-25-15(20)10-5-11(17(21)22)7-12(6-10)18(23)24/h3-7H,1-2H3",C15H11N3O7,345.267,345.059700,2,,5,,5, ,,,15,11,7,3,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4058817,"Ethane, 1,1,2-tribromo-",78-74-0,QUMDOMSJJIFTCA-UHFFFAOYSA-N,"1,1,2-Tribromoethane",BrCC(Br)Br,"InChI=1S/C2H3Br3/c3-1-2(4)5/h2H,1H2",C2H3Br3,266.758,263.778489,41,,54,,, ,,,2,3,,,,,,3,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4073916,"Cyclobutane, methyl-",598-61-8,BDJAEZRIGNCQBZ-UHFFFAOYSA-N,Methylcyclobutane,CC1CCC1,"InChI=1S/C5H10/c1-5-3-2-4-5/h5H,2-4H2,1H3",C5H10,70.135,70.078250,25,,44,,3, ,,,5,10,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50954241,Dipentyl 2-hydroxybutanedioate,32508-40-0,QYBQSAJWDVWJEB-UHFFFAOYSA-N,Dipentyl 2-hydroxybutanedioate,CCCCCOC(=O)CC(O)C(=O)OCCCCC,"InChI=1/C14H26O5/c1-3-5-7-9-18-13(16)11-12(15)14(17)19-10-8-6-4-2/h12,15H,3-11H2,1-2H3",C14H26O5,274.357,274.178024,5,,18,,1, ,,,14,26,5,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4061468,1-Methyl-3-propylbenzene,1074-43-7,QUEBYVKXYIKVSO-UHFFFAOYSA-N,1-Methyl-3-propylbenzene,CCCC1=CC(C)=CC=C1,"InChI=1S/C10H14/c1-3-5-10-7-4-6-9(2)8-10/h4,6-8H,3,5H2,1-2H3",C10H14,134.222,134.109550,74,,62,,1, ,,,10,14,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5075288,"Butanoic acid, 1-methylethyl ester",638-11-9,FFOPEPMHKILNIT-UHFFFAOYSA-N,Propan-2-yl butanoate,CCCC(=O)OC(C)C,"InChI=1S/C7H14O2/c1-4-5-7(8)9-6(2)3/h6H,4-5H2,1-3H3",C7H14O2,130.187,130.099380,60,,70,,, ,,,7,14,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80615934,3-Chloro-2-methyl-2-butanol,21326-62-5,YYHQXKBKFKTDMP-UHFFFAOYSA-N,3-Chloro-2-methylbutan-2-ol,CC(Cl)C(C)(C)O,"InChI=1/C5H11ClO/c1-4(6)5(2,3)7/h4,7H,1-3H3",C5H11ClO,122.59,122.049843,6,,,,1, ,,,5,11,1,,,1,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70860077,"5,​8,​11,​14,​17-​Eicosapentaenoic acid",1553-41-9,JAZBEHYOTPTENJ-UHFFFAOYSA-N,"Icosa-5,8,11,14,17-pentaenoic acid",CCC=CCC=CCC=CCC=CCC=CCCCC(O)=O,"InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)",C20H30O2,302.458,302.224580,19,4997,44,,1, ,,,20,30,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40861697,"2-Propenoic acid, bicyclo[2.2.1]hept-5-en-2-ylmethyl ester",95-39-6,IEOVKCGOIXZDRK-UHFFFAOYSA-N,(Bicyclo[2.2.1]hept-5-en-2-yl)methyl prop-2-enoate,C=CC(=O)OCC1CC2CC1C=C2,"InChI=1S/C11H14O2/c1-2-11(12)13-7-10-6-8-3-4-9(10)5-8/h2-4,8-10H,1,5-7H2",C11H14O2,178.231,178.099380,38,,21,,, ,,,11,14,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9060027,"Benzaldehyde, 3-fluoro-",456-48-4,PIKNVEVCWAAOMJ-UHFFFAOYSA-N,3-Fluorobenzaldehyde,FC1=CC(C=O)=CC=C1,InChI=1S/C7H5FO/c8-7-3-1-2-6(4-7)5-9/h1-5H,C7H5FO,124.114,124.032443,40,,143,,, ,,,7,5,1,,1,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50879001,"2-HEXENE, 3-METHYL-, (Z)-",10574-36-4,JZMUUSXQSKCZNO-ALCCZGGFSA-N,(2Z)-3-Methylhex-2-ene,CCC\C(C)=C/C,"InChI=1S/C7H14/c1-4-6-7(3)5-2/h5H,4,6H2,1-3H3/b7-5-",C7H14,98.189,98.109550,14,,20,,5, ,,,7,14,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4065781,1-Hexanesulfonyl chloride,14532-24-2,AEHJDQSLTMFLQO-UHFFFAOYSA-N,Hexane-1-sulfonyl chloride,CCCCCCS(Cl)(=O)=O,"InChI=1S/C6H13ClO2S/c1-2-3-4-5-6-10(7,8)9/h2-6H2,1H3",C6H13ClO2S,184.68,184.032478,24,,54,,, ,,,6,13,2,,,1,,,,1,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5027019,Methyl tetradecanoate,124-10-7,ZAZKJZBWRNNLDS-UHFFFAOYSA-N,Methyl tetradecanoate,CCCCCCCCCCCCCC(=O)OC,"InChI=1S/C15H30O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17-2/h3-14H2,1-2H3",C15H30O2,242.403,242.224580,162,4,115,2,1,3/235,1.0,235,15,30,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5026889,Methyl dodecanoate,111-82-0,UQDUPQYQJKYHQI-UHFFFAOYSA-N,Methyl dodecanoate,CCCCCCCCCCCC(=O)OC,"InChI=1S/C13H26O2/c1-3-4-5-6-7-8-9-10-11-12-13(14)15-2/h3-12H2,1-2H3",C13H26O2,214.349,214.193280,210,12,129,10,1,12/857,1.0,857,13,26,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60873237,"2,4-Dimethylhexane",589-43-5,HDGQICNBXPAKLR-UHFFFAOYSA-N,"2,4-Dimethylhexane",CCC(C)CC(C)C,"InChI=1S/C8H18/c1-5-8(4)6-7(2)3/h7-8H,5-6H2,1-4H3",C8H18,114.232,114.140851,60,,85,,1, ,,,8,18,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80188118,"1,5-Pentanediol, dinitrate",3457-92-9,MIYIEPHJPVBSEV-UHFFFAOYSA-N,"Pentane-1,5-diyl dinitrate",[O-][N+](=O)OCCCCCO[N+]([O-])=O,InChI=1S/C5H10N2O6/c8-6(9)12-4-2-1-3-5-13-7(10)11/h1-5H2,C5H10N2O6,194.143,194.053886,16,,17,,4, ,,,5,10,6,2,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5027352,1-Chlorodecane,1002-69-3,ZTEHOZMYMCEYRM-UHFFFAOYSA-N,1-Chlorodecane,CCCCCCCCCCCl,"InChI=1S/C10H21Cl/c1-2-3-4-5-6-7-8-9-10-11/h2-10H2,1H3",C10H21Cl,176.73,176.133178,107,2,93,,1,0/235,0.0,235,10,21,,,,1,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9020168,Bis(chloroethyl) ether,111-44-4,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,1-Chloro-2-(2-chloroethoxy)ethane,ClCCOCCCl,InChI=1S/C4H8Cl2O/c5-1-3-7-4-2-6/h1-4H2,C4H8Cl2O,143.01,141.995220,264,12,120,17,1,11/929,1.0,929,4,8,1,,,2,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10210597,1-Chlorobutan-2-one,616-27-3,AALRHBLMAVGWRR-UHFFFAOYSA-N,1-Chlorobutan-2-one,CCC(=O)CCl,"InChI=1S/C4H7ClO/c1-2-4(6)3-5/h2-3H2,1H3",C4H7ClO,106.55,106.018542,25,,48,,, ,,,4,7,1,,,1,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00179588,"Naphthalene, 1-allyl-",2489-86-3,RJFCFNWLPJRCLR-UHFFFAOYSA-N,1-(Prop-2-en-1-yl)naphthalene,C=CCC1=CC=CC2=CC=CC=C12,"InChI=1S/C13H12/c1-2-6-11-8-5-9-12-7-3-4-10-13(11)12/h2-5,7-10H,1,6H2",C13H12,168.239,168.093900,15,,101,,, ,,,13,12,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID101030710,"2,4,6,8-Undecatetraenal",108670-79-7,WUGCJUPOLHRZFG-UHFFFAOYSA-N,,CCC=CC=CC=CC=CC=O,"InChI=1S/C11H14O/c1-2-3-4-5-6-7-8-9-10-11-12/h3-11H,2H2,1H3",C11H14O,162.232,162.104465,2,,,,2, ,,,11,14,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8029606,3-Methylbut-2-enal,107-86-8,SEPQTYODOKLVSB-UHFFFAOYSA-N,3-Methylbut-2-enal,CC(C)=CC=O,"InChI=1S/C5H8O/c1-5(2)3-4-6/h3-4H,1-2H3",C5H8O,84.118,84.057515,141,3,116,,1,0/235,0.0,235,5,8,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10871420,"3,3-Diethyl-2-methylpentane",52897-16-2,DSSAZLXYIQIXGW-UHFFFAOYSA-N,"3,3-Diethyl-2-methylpentane",CCC(CC)(CC)C(C)C,"InChI=1S/C10H22/c1-6-10(7-2,8-3)9(4)5/h9H,6-8H2,1-5H3",C10H22,142.286,142.172151,7,,15,,2, ,,,10,22,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40940214,"Benzyl 2-ethylhexyl benzene-1,2-dicarboxylate",18750-05-5,RVBLXUAPXWEIPM-UHFFFAOYSA-N,"Benzyl 2-ethylhexyl benzene-1,2-dicarboxylate",CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1,"InChI=1S/C23H28O4/c1-3-5-11-18(4-2)16-26-22(24)20-14-9-10-15-21(20)23(25)27-17-19-12-7-6-8-13-19/h6-10,12-15,18H,3-5,11,16-17H2,1-2H3",C23H28O4,368.473,368.198759,14,,38,,, ,,,23,28,4,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4022286,2-(Bromomethyl)tetrahydro-2H-pyran,34723-82-5,MHNWCBOXPOLLIB-UHFFFAOYSA-N,2-(Bromomethyl)oxane,BrCC1CCCCO1,"InChI=1S/C6H11BrO/c7-5-6-3-1-2-4-8-6/h6H,1-5H2",C6H11BrO,179.057,177.999328,27,,74,,2, ,,,6,11,1,,,,,1,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9058816,"3,3-Bis(chloromethyl)oxetane",78-71-7,CXURGFRDGROIKG-UHFFFAOYSA-N,"3,3-Bis(chloromethyl)oxetane",ClCC1(CCl)COC1,InChI=1S/C5H8Cl2O/c6-1-5(2-7)3-8-4-5/h1-4H2,C5H8Cl2O,155.02,153.995220,64,,119,1,1, ,,,5,8,1,,,2,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30214754,Dipentyl succinate,645-69-2,JYCRKSLWSLBYLT-UHFFFAOYSA-N,Dipentyl butanedioate,CCCCCOC(=O)CCC(=O)OCCCCC,"InChI=1S/C14H26O4/c1-3-5-7-11-17-13(15)9-10-14(16)18-12-8-6-4-2/h3-12H2,1-2H3",C14H26O4,258.358,258.183109,28,,53,,, ,,,14,26,4,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70870959,3-Methylheptan-2-one,2371-19-9,UHRZLJZZZDOHEX-UHFFFAOYSA-N,3-Methylheptan-2-one,CCCCC(C)C(C)=O,"InChI=1/C8H16O/c1-4-5-6-7(2)8(3)9/h7H,4-6H2,1-3H3",C8H16O,128.215,128.120115,21,,52,,, ,,,8,16,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80946230,"1,1,3-Tribromopropane",23511-78-6,PYTGCWNMUAUPPL-UHFFFAOYSA-N,"1,1,3-Tribromopropane",BrCCC(Br)Br,"InChI=1S/C3H5Br3/c4-2-1-3(5)6/h3H,1-2H2",C3H5Br3,280.785,277.794139,6,,22,,5, ,,,3,5,,,,,,3,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70884112,"2-Butene, 1-bromo-",4784-77-4,AVMHMVJVHYGDOO-UHFFFAOYSA-N,1-Bromobut-2-ene,CC=CCBr,"InChI=1S/C4H7Br/c1-2-3-4-5/h2-3H,4H2,1H3",C4H7Br,135.004,133.973113,20,,31,,, ,,,4,7,,,,,,1,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4064503,"Ethanone, 1-(2-hydroxy-4-methylphenyl)-",6921-64-8,LYKDOWJROLHYOT-UHFFFAOYSA-N,1-(2-Hydroxy-4-methylphenyl)ethan-1-one,CC(=O)C1=C(O)C=C(C)C=C1,"InChI=1S/C9H10O2/c1-6-3-4-8(7(2)10)9(11)5-6/h3-5,11H,1-2H3",C9H10O2,150.177,150.068080,36,,109,,, ,,,9,10,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1060429,4-Heptanol,589-55-9,YVBCULSIZWMTFY-UHFFFAOYSA-N,Heptan-4-ol,CCCC(O)CCC,"InChI=1S/C7H16O/c1-3-5-7(8)6-4-2/h7-8H,3-6H2,1-2H3",C7H16O,116.204,116.120115,74,,72,,, ,,,7,16,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90951012,3-Chloro-3-methyloctane,28320-88-9,XQAIFGVUAZKVJB-UHFFFAOYSA-N,3-Chloro-3-methyloctane,CCCCCC(C)(Cl)CC,"InChI=1S/C9H19Cl/c1-4-6-7-8-9(3,10)5-2/h4-8H2,1-3H3",C9H19Cl,162.7,162.117528,3,,18,,5, ,,,9,19,,,,1,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3022455,Dimethyl phthalate,131-11-3,NIQCNGHVCWTJSM-UHFFFAOYSA-N,"Dimethyl benzene-1,2-dicarboxylate",COC(=O)C1=C(C=CC=C1)C(=O)OC,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",C10H10O4,194.186,194.057909,359,188,148,288,1,18/983,2.0,983,10,10,4,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6060395,"2,3-Dimethylpyridine",583-61-9,HPYNZHMRTTWQTB-UHFFFAOYSA-N,"2,3-Dimethylpyridine",CC1=C(C)N=CC=C1,"InChI=1S/C7H9N/c1-6-4-3-5-8-7(6)2/h3-5H,1-2H3",C7H9N,107.156,107.073499,75,,125,,1, ,,,7,9,,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID401033670,Undecyl valerate,81186-23-4,MTTLTPIFXXBAIT-UHFFFAOYSA-N,,CCCCCCCCCCCOC(=O)CCCC,"InChI=1S/C16H32O2/c1-3-5-7-8-9-10-11-12-13-15-18-16(17)14-6-4-2/h3-15H2,1-2H3",C16H32O2,256.43,256.240230,2,,,,2, ,,,16,32,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1027263,Pentyl acetate,628-63-7,PGMYKACGEOXYJE-UHFFFAOYSA-N,Pentyl acetate,CCCCCOC(C)=O,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",C7H14O2,130.187,130.099380,259,120,118,1389,1,39/859,5.0,859,7,14,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70989873,Acenaphthylene-5-carbonitrile,69716-03-6,YCWHUWSMNBWSOM-UHFFFAOYSA-N,Acenaphthylene-5-carbonitrile,N#CC1=CC=C2C=CC3=C2C1=CC=C3,InChI=1S/C13H7N/c14-8-11-7-6-10-5-4-9-2-1-3-12(11)13(9)10/h1-7H,C13H7N,177.206,177.057849,4,,12,,, ,,,13,7,,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8026305,"2,4-Dimethylaniline",95-68-1,CZZZABOKJQXEBO-UHFFFAOYSA-N,"2,4-Dimethylaniline",CC1=CC(C)=C(N)C=C1,"InChI=1S/C8H11N/c1-6-3-4-8(9)7(2)5-6/h3-5H,9H2,1-2H3",C8H11N,121.183,121.089149,182,23,155,3,1,1/235,0.0,235,8,11,,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5027223,Butyl propionate,590-01-2,BTMVHUNTONAYDX-UHFFFAOYSA-N,Butyl propanoate,CCCCOC(=O)CC,"InChI=1S/C7H14O2/c1-3-5-6-9-7(8)4-2/h3-6H2,1-2H3",C7H14O2,130.187,130.099380,157,2,99,19,1,5/235,2.0,235,7,14,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2074297,Cyclopropylbenzene,873-49-4,VFSFCYAQBIPUSL-UHFFFAOYSA-N,Cyclopropylbenzene,C1CC1C1=CC=CC=C1,"InChI=1S/C9H10/c1-2-4-8(5-3-1)9-6-7-9/h1-5,9H,6-7H2",C9H10,118.179,118.078250,51,4,96,,, ,,,9,10,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4021923,Cyclohexane,110-82-7,XDTMQSROBMDMFD-UHFFFAOYSA-N,Cyclohexane,C1CCCCC1,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,C6H12,84.162,84.093900,346,608,527,852,1,3/403,1.0,403,6,12,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9047176,4-Phenyl-1-cyclohexene,4994-16-5,XWCWNUSFQVJNDI-UHFFFAOYSA-N,"1,2,3,6-Tetrahydro-1,1'-biphenyl",C1CC(CC=C1)C1=CC=CC=C1,"InChI=1S/C12H14/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-5,7-8,12H,6,9-10H2",C12H14,158.244,158.109550,70,,61,1,1,6/238,3.0,238,12,14,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90871362,"bicyclo[2.2.1]heptane, 2-chloro-",29342-53-8,PJWBUKHIZPKRJF-UHFFFAOYSA-N,2-Chlorobicyclo[2.2.1]heptane,ClC1CC2CCC1C2,"InChI=1S/C7H11Cl/c8-7-4-5-1-2-6(7)3-5/h5-7H,1-4H2",C7H11Cl,130.62,130.054928,25,,33,,1, ,,,7,11,,,,1,,,,,,
